No,Judul,Genre,Penulis,Sinopsis,Tahun Terbit,Halaman,Rating,Mood Utama,Mood Pendukung1,Mood Pendukung2,Cover
30,"Hold On, It Hurts",Romance,Noveni Adelia,"Аpa yang lebih menyakitkan dari fakta kalau Anindia menikah karena perjodohan? Pernikahan Anindia atau kerap disapa Anin terjadi untuk memenuhi keinginan terakhir seseorang bukan atas dasar cinta—dan itu fakta paling menyakitkan yang harus dia terima. Namun, seakan belum puas memporak-porandakan nasibnya, Anin diberikan ujian saat dirinya mengetahui satu fakta lain tepat pada saat pernikahannya dilaksanakan. Perempuan itu sudah siap berdiri dengan Papa di sisinya, riasan yang terpoles rapi membuat wajah cantiknya semakin bersinar. Papa berkali-kali menunduk sembari menggenggam kedua tangannya sendiri dengan sangat erat, berusaha menahan air mata agar tidak terjatuh dan membuat anak perempuannya menyaksikan hal itu. Anin diam-diam tersenyum tipis, matanya dia alihkan ke arah lain untuk berpura-pura tidak melihat bagaimana Papa berjuang menahan tangis. Buket mawar berwarna merah muda di genggaman tangan kirinya, berkali-kali ditatapnya dengan rasa kagum yang membuncah. Rambutnya disanggul cantik dengan hiasan bunga dan kain tule, membuat perempuan itu terlihat seperti seorang putri kerajaan yang siap berjalan menuju istana untuk menemui sang pangeran. Anin harap begitu. Seseorang yang akan ditemui adalah pangeran yang siap membawanya mengarungi bahtera rumah tangga bahagia. Nyatanya, sosok di depan sana bukanlah pangeran yang akan menuntunnya ke jalan itu. Entah dengan sebutan apa sosok di depan sana patut disebut, yang pasti tatapan tajam dan kilat amarah yang terpancar dari mata elang milik lelaki itu, membuat Anin tahu kalau ada badai besar yang menunggu untuk menghancurkan hidupnya.",2023,432,"3,9",Emotional,Sad,Dark,covers/hold_on_it_hurts.jpg
31,Midnight Diaries,Romance,Skysphire/Kawah Media,"Midnight Diaries by Malioboro Hartigan datang dari universe Malioboro at Midnight, menceritakan kisah Malioboro Hartigan dalam tiga periode waktu: sebelum ia bertemu Serana Nighita Sivera, ketika bertemu, dan ketika sudah menjadi kekasih Sera. Sebelum bertemu Sera, Malio menyayangi teman masa kecilnya, Zara. Namun, keadaan membuat mereka tidak bisa bersama. Hari-hari patah hati Malio sampai hari-hari akhirnya ia bisa merasakan cinta dan kasih sayang lagi diceritakan dalam buku ini dan dilengkapi dengan komik dan ilustrasi yang manis. Kenapa Malioboro? Itu adalah pertanyaan yang selalu gue tanyakan ke Ayah, “Kenapa nama aku Malioboro?"" Dari sekian banyak seorang anak bisa dinamakan, kenapa nama gue diambil dari sebuah nama jalanan yang ada di pusat Kota Yogyakarta? Kenapa nama gue nggak sekeren nama kakak laki-laki gue-Maurer-yang kebulebulean, dan di antara empat saudara gue, Maurer, Michelle, Melanie, Marshal, hanya nama gue yang lokal, kenapa? ""Karena di Jalan Malioboro pertama kali Ayah dan Bunda berpacaran."" Hah, basi banget sebenarnya, padahal gue berharap bisa dinamakan dengan nama lain yang kebule-bulean juga, apa gitu? Marcus? Matthew? Atau Manchester? Siapa tahu ketika besar gue jadi pemain bola, kan? Ayah bilang, cuma Bunda yang kala itu menjadi seorang ibu rumah tangga dan nahasnya tanpa suami. Teman teman mereka sibuk menceritakan tentang hidup mereka yang baru saja diangkat jadi direkturlah, lanjut S3 ke Amerikalah, atau menjadi anggota DPR, dan saat itu Bunda hanya mendengarkan sambil menggendong Mbak Michelle yang rewel dan mas are yang sibuk makan sosis di baby chair.",2024,214,"4,14",Emotional,Reflective,Hopeful,covers/midnight_diaries.jpg
32,Untuk Satu Nama yang Sulit Kuhapus,Romance,Rafi Ibadi,"Bersamamu adalah perjalanan singkat tapi memberi pelajaran yang begitu melekat. Pelajaran untuk tak terlalu dalam jatuh serta untuk tak terlalu berharap jauh. Coba kau pikir, bagaimana caranya aku bisa melanjutkan hidupku, jika menyelesaikan pelajaran darimu saja seakan membutuhkan waktu seumur hidupku. Dan pada akhirnya, di antara kata selamat tinggal, kau jadi orang yang selamat dan justru aku yang tertinggal. Perjalanan menghapus satu nama, dimulai.",2024,164,4,Sad,Reflective,Hopeful,covers/untuk_satu_nama_yang_sulit_kuhapus.jpg
33,Lokananta,Romance,Aji Fauzi,"Ananta, si gadis keras kepala. Pecinta musik. Hobi memetik gitar untuk mengutarakan perasaannya. Jiwanya penuh dengan semangat dan kebebasan. Namun, ia merasa terkungkung. Abi tidak mendukungnya untuk bermusik. Bagi Abi, musik dekat dengan maksiat. Ananta tidak mau tahu. Baginya, bermain musik bisa menyampaikan kerinduannya kepada Umi yang meninggal waktu dia masih kecil. Ananta remaja memilih untuk bermain di sebuah band dengan teman-temannya, bahkan berencana untuk ikut festival musik. Abi menawarkan sebuah pertaruhan yang menggoda: kalau Ananta menang, dia boleh terus bermusik. Kalau kalah, Ananta harus melanjutkan studi S1 di Kairo. Ananta mengiakan. Sayangnya Ananta gagal. Bukannya menepati janjinya dengan Abi, Ananta malah kabur ke Bolaang Mongondow, tempat pamannya tinggal. Saat mendarat di Manado, Ananta bertemu seorang pemuda bernama Loka, sesama pecinta musik. Bedanya, Loka memainkan kolintang. Loka mengajaknya berkolaborasi. Pertemuan yang semakin intens membuat keduanya saling tertarik. Sayangnya, jatuh hati tak selalu semanis cinta. Kisah cinta mereka begitu bertolak belakang seperti siang dan malam.",2023,184,"2,33",Hopeful,Emotional,Inspiring,covers/lokananta.jpg
34,Dago Setelah Hujan,Romance,Skysphire/Kawah Media,"Baik Dago ataupun Mentari tidak pernah menyangka jika mereka akan duduk bersisian di kursi persidangan, untuk bercerai. Mereka tidak pernah mengira jika mereka menikah hanya untuk berpisah, sebab seperti puisi yang pernah Mentari tulis untuk Dago. “Aku ingin menua dan mati di dekapmu.” Itu yang mereka harapkan. Tapi hari itu, perpisahan sudah di depan mata. Seluruh perjalanan berliku yang telah mereka lewati bersama kini nyaris selesai di ujung jalan. Dago dan Mentari harus saling melambai dan melanjutkan perjalanan masing-masing karena jalan berbeda yang telah mereka pilih. Namun, sebelum jalan itu benar-benar usai dan mereka sampai di persimpangan, Dago bertanya pada Mentari. “Did you still love me?” Pertanyaan itu membuat langkah kaki Mentari berhenti, matanya menerawang pada jalanan panjang di depannya, tiba-tiba dia merasa takut. Apa sanggup Mentari berjalan seorang diri tanpa Dago di sisinya?",2022,332,"4,16",Emotional,Sad,Reflective,covers/dago_setelah_hujan.jpg
35,Sarhad,Romance,Crowdstroia,"“Putra Mahkota melangkah selamatkan kerajaannya yang melemah.” Daneswara Tanureja adalah larangan; segalanya yang salah dan tak boleh dilakukan. Persona berbeda yang dia tampilkan kepada adik-adiknya adalah kamuflase akan siapa dia sebenarnya. Namun, kamuflase itu retak sejak keluarganya diteror. Setelah sang pelaku peneroran keluarganya tertangkap, Danes berhasil menginterogasinya diam-diam. Dan dari bibir sang pelaku, sebuah rahasia keluar sebagai kunci memenuhi tujuan Danes. Demi mencapai tujuan itu, Danes membuat kontrak dengan organisasi gelap bernama Balwana. Edreya Oktavia adalah peringatan; segala yang harus dicengkeram otak atas bahaya yang mengancam. Teman-temannya mungkin tahu pekerjaannya sebagai asisten rumah tangga, tetapi hanya rekan bisnis yang tahu pekerjaan sampingannya sebagai penjual organ tubuh ilegal. Musuh demi musuh menerjangnya hingga dia harus kembali ke sisi sang atasan. Namun, apa yang menanti di tempat kerjanya akan membuatnya kembali berhadapan dengan Danes, dan kepentingan mereka akan saling berkelindan dengan hidup satu sama lain.",2024,272,"3,81",Dark,Thrilling,Suspenseful,covers/sarhad.jpg
36,"Kembali ke Batavia
",Romance,Gigrey,"Setelah berhasil menavigasi perjalanan waktu pertama, hidup Jenaka kembali normal dan ia berhasil meraih cita-citanya untuk menjadi seorang pengacara. Saat Jenaka mulai memutuskan untuk beranjak meninggalkan masa lalu setelah membaca surat-surat dari Cantika, sosok dari masa lalunya kembali muncul, Pram.

Pram berhasil menyusul Jenaka melalui mesin waktu baru yang dibuat oleh Jati. la tiba di Belanda disambut oleh keluarga besarnya pada masa depan. Segala kebutuhan Pram pun dipenuhi, salah satunya pengobatan akibat sakit yang Pram derita selama tujuh tahun terakhir.

Saat Jenaka dan Pram menikmati waktu bersama, datang surat lain yang meminta bantuan Jenaka dan Pram untuk kembali ke masa lalu. Dibakar oleh nostalgia dan ingin kabur dari keseharian yang membosankan, Jenaka mengingınkan sebuah perjalanan baru ke masa lalu. Bahkan, ia berharap kali ini dirinya bisa membawa Cantika dan Jati untuk mengunjungi masa depan.

Bagaimana perjalanan Jenaka dan Pram kali ini? Berhasilkah mereka membawa Cantika dan Jati mengunjungi masa depan?",2025,452,"4,54",Hopeful,Heartwarming,Reflective,covers/kembali_ke_batavia.jpg
37,Poetry in Our Heads,Romance,Kith,"Malik Wartana, ia kelewat dewasa untuk seukuran remaja yang tumbuh dalam duka. Kelewat bijaksana untuk memandang kekosongan setelah ditinggal Ayah selamanya. Sayangnya, Kal juga kelewat merah muda untuk Malik. Ia terlalu bahagia untuk bergabung dalam duka yang seumur hidup Malik rengkuh. Malik merasa tak bisa menodai keceriaan Kal dengan membagi biru dan kelabunya. Dan di sanalah, Greta Tsahara berdiri. Merangkul gelap, kelam, dan sepi setelah ditinggal Bunda. Memandang Malik dengan duka yang setara. Dengan keinginan untuk menemukan secercah cahaya agar tak terus tenggelam dalam lautan hampa. Saling menemukan, menyembuhkan, menerangi gelap. Namun, bukankah kita pernah mendengar, bahwa dua orang yang tumbuh dalam duka takkan bisa bersama?",2024,380,"4,46",Sad,Inspiring,Hopeful,covers/poetry_in_out_heads.jpg
38,"Kau, Aku & Sepucuk Angpau Merah",Romance,Tere Liye,"Ada tujuh miliar penduduk bumi saat ini. Jika separuh saja dari mereka pernah jatuh cinta, maka setidaknya akan ada satu miliar lebih cerita cinta. Akan ada setidaknya 5 kali dalam setiap detik, 300 kali dalam semenit, 18.000 kali dalam setiap jam, dan nyaris setengah juta sehari-semalam, seseorang entah di belahan dunia mana, berbinar, harap-harap cemas, gemetar, malu-malu menyatakan perasaanya. Apakah Kau, Aku, dan Sepucuk Angpau Merah ini sama spesialnya dengan miliaran cerita cinta lain? Sama istimewanya dengan kisah cinta kita? ",2025,512,"4,18",Emotional,Reflective,Hopeful,covers/kau_aku_dan_sepucuk_angpau_merah.jpg
39,Progresnya Berapa Persen? (2026),Romance,"Soraya Nasution

","Sudah setahun April mengabdi di sebuah kantor konsultan yang bergerak di bidang konstruksi . Nyaman, minim persaingan, dan fleksibel. Suasana yang sulit dijumpai di lingkungan kerja kebanyakan. Namun, selalu ada harga yang harus dibayar. Seperti bobot pekerjaan yang bikin puyeng, deadline yang suka tiba-tiba, delegasi tugas tanpa instruksi detail, dan puluhan tender yang diikuti dalam waktu berdekatan. Seakan semuanya belum cukup, rasanya kepalanya mau pecah saat sebuah pertanyaan muncul ketika dia sedang mengerjakan tugas lain yang juga mendesak. Seringnya, pertanyaan itu meluncur dari seorang manajer teknik bernama Dewangga Bayuzena, laki-laki yang entah kenapa selalu bikin jantung para staf ketar-ketir dengan satu pertanyaan kebanggaannya ini: ""Progresnya berapa persen?",2026,150,"4,13",Happy/Funny,Heartwarming,Hopeful,covers/progresnya_berapa_persen.jpg
40,Semilir: Saat Beban Terangkat,Romance,Moon Kyeong-Min,"Aku menyimpan rahasia. Tidak ada yang mengetahuinya selain Kakek. Bahkan, Kakek yang tahu segalanya akan menutup rapat-rapat mulutnya setiap kali aku bertanya lebih jauh. Kakek hanya menyuruhku belajar dengan giat agar bisa masuk universitas dan hidup mandiri. Aku rasa itu bukan ambisi yang besar. Hidup sehat, tidak kekurangan uang, dan mengurus rumah yang sederhana dengan bersih. Namun, bagaimana jika ada yang menanyakan secara langsung kepadaku hal-hal pribadi yang ingin kusimpan sendiri? Aku ingin berbagi dengan seseorang tentang segala keresahanku, tetapi hubunganku dengan Kakek tidak memungkinkannya. Di tengah hari-hari yang kini kulalui bersama anak laki-laki bernama Yeon-woo, rasa penasaran itu tetap ada; keinginan untuk mencari tahu siapa sesungguhnya diriku. Tanpa diduga, ternyata salah satu temanku mengetahui rahasia yang selama ini kusimpan. Saat kutanya mengapa dia bisa tahu, jawabannya membuatku termangu. “Karena kau sangat terkenal.”",2025,208,"3,92",Suspenseful,Reflective,Hopeful,covers/saat_beban_terangkat.jpg
41,Geez & Ann #2,Romance,Rintik Sendu,"Selalu untukmu Geez, Sebulan lebih aku sudah berada di Berlin. Mencari, mencari, dan mencari. Sampai akhirnya, aku menemukan sebuah jawaban yang terpaksa aku terima. Bukan jawaban terbaik, tetapi aku harus bisa menghargai itu. Berlin, aku titip dewa kejutanku, ya. Sembunyikan saja senjamu kalau dia nakal, pasti dia langsung jadi anak baik lagi. Berlin, aku juga titip rasa sayang ini untuknya. Seperti permintaannya, perasaan untuknya tidak akan lagi aku bawa pulang. Aku pamit, Ann.",2017,250,"3,92",Sad,Reflective,Hopeful,covers/geez_dan_ann2.jpg
42,"Mariposa ""Masa Seandainya""",Romance,Luluk HF,"“Sekarang, gue yang akan kejar lo, Natasha.” Acha tak bisa berkata apa pun ketika mendengar pengakuan mengejutkan dari seseorang yang pernah menolaknya dengan kejam enam tahun lalu itu. Ia tak pernah menyangka hal seperti ini akan terjadi di hidupnya. Tubuh Acha membeku sangat lama, berusaha mencerna dengan baik kalimat tersebut. Acha harus bagaimana? Balasan apa yang harus ia berikan? Sungguh, Acha tidak tahu harus berbuat apa saat ini. Sementara laki-laki di hadapannya masih menatapnya dengan lekat dan penuh kesungguhan. “Gue akan kejar lo seperti yang lo lakukan enam tahun lalu, dan gue akan berusaha buat lo suka lagi sama gue. ” Mariposa Masa Seandainya adalah ‘what if’ dari Mariposa Universe. Mengisahkan Iqbal dan Acha dengan alur ‘seandainya’, di mana Iqbal masih tidak membalas perasaan Acha dan gadis itu akhirnya menyerah untuk mengejar seorang Iqbal. Setelah lulus SMA, Iqbal langsung kuliah di luar negeri untuk mengejar impiannya. Sementara Acha memilih kuliah kedokteran dan berusaha keras melupakan seorang Iqbal. Namun, enam tahun kemudian, Iqbal dan Acha untuk pertama kalinya kembali bertemu di reuni SMA Arwana. Kisah mereka pun kembali berlanjut dengan penuh kejutan.",2025,348,5,Hopeful,Emotional,Heartwarming,covers/mariposa_masa_seandainya.jpg
43,Mariposa,Romance,Luluk HF,"Natasha Kay Loovi atau yang biasa dikenal dengan sapaan Acha. Acha merupakan gadis ajaib yang memiliki paras cantik layaknya seorang bidadari. Selain itu, Mariposa ini juga merupakan buku yang menceritakan mengenai Iqbal. Siapa nama panjang dari Iqbal? Jangan tanya nama panjang dari Iqbal, karena nanti kalian akan jatuh cinta! Yang perlu kalian tahu yaitu Iqbal adalah pria yang memiliki hati dingin. Dirinya juga memiliki hidup yang sangat monoton. Perjuangan dari Acha yang ingin mendapatkan cinta dari seorang Iqbal. Acha tidak pernah merasakan gentar di dalam usahanya untuk meruntuhkan dingin dan kokohnya tembok pertahanan hati dari seorang Iqbal yang memang belum pernah disinggahi perempuan manapun. Sikap dingin dan penolakan yang ditunjukkan berkali-kali oleh Iqbal kepada Acha pun tak lantas membuat gadis tersebut akhirnya menyerah. Hal itu dikarenakan bagi Acha, selama Iqbal masih berwujud manusia dan selama Iqbal tidak berubah menjadi sapi terbang, Acha akan terus berjuang.",2020,496,"3,48",Happy/Funny,Hopeful,Heartwarming,covers/mariposa.jpg
44,Geez & Ann #1,Romance,Rintik Sendu,"Novel Geez & Ann #1 ini menceritakan tentang perempuan SMP yang akan beranjak dewasa bernama Keana Amanda. Suatu hari, saat acara pensi di sekolahnya, dia bertemu dengan Gazza Cahyadi di kedai es teh. Gazza yang lebih suka dipanggil Geez itu adalah seorang alumni pintar dan tampan yang disukai banyak perempuan. Pertemuan mereka berlanjut di metromini, di kedai es krim hingga pada pertemuan berikutnya yang berujung pada sebuah rasa. Sejak itulah mereka menjadi lebih dekat, dan Geez memanggil Keana dengan sebutan 'Ann'. Namun, pertemuan yang tidak sengaja itu justru menjadi awal Ann merasakan sakit hati. Keduanya berhadapan dengan berbagai masalah yang cukup pelik dan menyakitkan. Mulai dari konflik kebohongan, pertentangan keluarga, hubungan jarak jauh, dan masih banyak lagi. Untuk peri kecilku, Ann, dari kecil, aku susah sekali bicara banyak. Namun, sejak bertemu denganmu, aku ingin bisa banyak berkata-kata, khususnya saat bersamamu. Aku tahu, aku jenis orang yang sedikit rumit. Namun, percayalah Ann, aku berusaha sekeras mungkin untuk bisa membuatmu memahamiku, walaupun aku tahu itu sulit. Berat sekali rasanya harus meninggalkanmu ke Berlin. Harus membiarkanmu sendirian dengan banyak pertanyaan. Kamu bisa sabar, kan? Tunggu ya, Geez akan pulang untuk Ann.",2020,264,"3,86",Emotional,Hopeful,Sad,covers/geez_dan_ann1.jpg
45,MetroPop: Hingga Ujung Cakrawala,Romance,Titi Sanaria,"“GUE merasa, hidup itu beneran nggak adil saat lihat orang-orang seperti itu,” desah Kiera, membuat Anjani mendongak dari cangkir kopinya. “Orang seperti apa?” Kopi di tempat ini benar-benar enak. Mungkin tidak adil membandingkan kopi yang diperlakukan istimewa—baru akan dihaluskan sesaat sebelum dihidangkan kepada konsumen—dengan kopi instan yang diolah secara gelondongan di pabrik, kemudian dijual seharga seribu rupiah per saset. Kopi murah yang diseduh dengan air dispenser yang bahkan tidak mencapai titik didih. Namun, apa sih yang adil dalam hidup? Anjani sudah belajar tentang ketidakadilan itu sejak lama. Dia sudah terbiasa membonsai harapan. Ekspektasi tinggi berbanding lurus dengan rasa kecewa yang menghujam saat gagal tercapai. “Orang yang kemejanya nggak kusut sedikit pun setelah jam kerja. Gue yakin mereka bahkan nggak meneteskan keringat saat kerja, tapi gajinya ratusan kali lipat daripada kita. Dan kenapa mereka harus seganteng itu sih?” protes Kiera, masih berlanjut. “Meja sebelah kanan, dekat pintu masuk.”",2023,376,"3,76",Reflective,Happy/Funny,Sad,covers/hingga_ujung_cakrawala.jpg
